CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3671133	437.45	4.18	75.67	Cc1oc(CNC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F)cc1	IC50	0.95	nM
CHEMBL3671138	357.36	2.71	62.53	CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	1.05	nM
CHEMBL3675912	453.52	2.74	102.99	OCc1ccc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5CCC(O)CC5)c4n3	IC50	1.1	nM
CHEMBL3671157	417.42	1.43	102.99	OC[C@@H](O)CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	1.3	nM
CHEMBL3675954	396.43	1.99	95.65	OCc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5CC5)c4n3	IC50	1.3	nM
CHEMBL3675925	450.47	1.37	122.69	NS(=O)(=O)CCNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	1.5	nM
CHEMBL3676042	417.42	1.43	102.99	OCC(CO)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	1.5	nM
CHEMBL3899561	541.97	5.29	132.04	OC(=NCC1=CC(=N)NC=C1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	1.71	nM
CHEMBL176544	275.31	3.07	46.92	Cn1cc(\C=C\2/C(=O)Nc3cccnc23)c4ccccc14	IC50	2	nM
CHEMBL3676035	401.42	2.46	82.76	C[C@H](O)CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	2.4	nM
CHEMBL3676041	401.42	2.73	71.76	COCCNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	2.5	nM
CHEMBL2113064	453.5	4.13	77.65	CO[C@]1(CO)C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	IC50	2.9	nM
CHEMBL3676092	410.45	2.19	84.53	CN1C=C(F)C=C([C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCC5)c4n3)C1=O	IC50	3	nM
CHEMBL2151323	383.39	2.43	119.32	CC(C)Oc1cc(n[nH]1)n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc23	IC50	3	nM
CHEMBL3675987	394.45	3.13	75.42	CC(NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4)C5CC5	IC50	3.2	nM
CHEMBL3894615	454.87	4.65	75.42	Fc1ccc(F)c(c1)[C@@H]2CCCN2c3ccn4ncc(NC(=O)c5cccc(Cl)n5)c4n3	IC50	3.5	nM
CHEMBL3675964	399.43	2.33	94.98	COCCOc1ccc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)N)c4n3	IC50	3.6	nM
CHEMBL2037221	728.82	6.35	124.84	CCN(CC)CCNC(=O)c1c[nH]c(\C=C\2/C(=O)Nc3cc(Nc4cccc(NC(=O)c5cc(cc(c5)C(F)(F)F)N6CCN(C)CC6)c4)ccc23)c1	IC50	4	nM
CHEMBL3908178	444.9	3.48	89.49	O[C@H]1CCN(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5Cl)O	IC50	4.1	nM
CHEMBL3676077	415.43	1.04	126.21	NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4OCC(O)CO	IC50	4.2	nM
CHEMBL3676030	483.55	1.8	108.12	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCN(CCO)CC5)c4n3	IC50	4.3	nM
CHEMBL3919225	568.44	6.24	112.63	O[C@@H]1CC[C@@H](CC1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	4.46	nM
CHEMBL3671467	498.55	3.46	137.44	Cn1cc(cn1)n2nc(cc2NC(=O)Nc3cncc(c3)C(=O)c4cn(C)c5ncncc45)C(C)(C)C	IC50	4.64	nM
CHEMBL3902802	424.48	3.21	99.14	OC1CCC(CC1)N=C(O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cncc(F)c5	IC50	4.7	nM
CHEMBL3966108	556.38	4.7	121.86	O[C@@H]1COC[C@H]1N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	4.72	nM
CHEMBL3678297	522.53	5.63	93.01	COc1cc(ccc1OCc2ccc(cc2)C(F)(F)F)[C@H](C)n3c(N)nc4cc(cnc34)c5cnn(C)c5	IC50	5	nM
CHEMBL3675943	371.39	3.23	76.52	CC1(C)CC[C@@H](N1c2ccn3ncc(C(=O)N)c3n2)c4cc(F)ccc4F	IC50	5.1	nM
CHEMBL3912700	504.44	4.03	118.42	CC(C)(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3cc(cn3)C(F)(F)F)c4cncc(F)c14	IC50	5.33	nM
CHEMBL2152289	343.39	3.83	96.69	CC(=O)Nc1cc(N)cc(c1)c2cnc3[nH]cc(c4ccncc4)c3c2	IC50	5.41	nM
CHEMBL3895227	432.46	3.87	84.65	COc1ncccc1C(=O)Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5	IC50	5.7	nM
CHEMBL1794058	329.38	2.46	87.3	CS(=O)(=O)Nc1ccc(N\C=C\2/C(=O)Nc3ccccc23)cc1	IC50	6	nM
CHEMBL3408947	534.66	5.73	79.48	COc1ccc2NC(=O)[C@@]3(C[C@H]3c4ccc5c(\C=C\c6ccc(CN7C[C@@H](C)O[C@@H](C)C7)cc6)n[nH]c5c4)c2c1	IC50	6	nM
CHEMBL3928158	518.47	4.34	118.42	Cc1cc(nn1CC(=Nc2cncc(c2)C(=O)c3cn(c4c(F)cncc34)C(C)(C)CO)O)C(F)(F)F	IC50	6.32	nM
CHEMBL3903796	492.37	5.96	92.4	OC(=NC1CC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	6.33	nM
CHEMBL3961730	570.41	5.09	121.86	OCCC1(COC1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	6.61	nM
CHEMBL3676078	452.41	2.65	95.65	CC(NC(=O)c1cnn2ccc(nc12)N3C(CO)CCC3c4cncc(F)c4)C(F)(F)F	IC50	6.8	nM
CHEMBL3675950	355.37	2.5	71.76	CONC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cccc(F)c4	IC50	6.95	nM
CHEMBL3913529	426.47	4.38	69.26	OC(=Nc1cnc2ccc(nn12)N3CCC[C@H]3c4cc(F)ccc4F)N5CCCCC5	IC50	7.1	nM
CHEMBL3907673	544.4	5.79	118.18	OC(=NCc1ccnnc1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	7.24	nM
CHEMBL3975127	515.94	5.65	121.08	Cc1n[nH]cc1N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	7.268	nM
CHEMBL3915218	522.39	5.32	112.63	O[C@@H]1C[C@H](C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	7.46	nM
CHEMBL3666246	449.9	3.45	128.68	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c4cnc(N)nc14	IC50	8.71	nM
CHEMBL3970377	567.41	6.06	124.99	CN=C(O)C1(CC1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	9.3	nM
CHEMBL3671471	463.5	3.2	139.58	Nc1ncc2c(cn(c2n1)C34CC(C3)C4)C(=O)c5cncc(NC(=O)Cc6ccc(cc6)C#N)c5	IC50	9.79	nM
CHEMBL3958931	547.41	5.09	123.11	OC(=NCCn1cncn1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	9.94	nM
CHEMBL2443026	578.67	4.49	129.76	CN(C)c1ccc(Oc2cc(O)cc(O)c2c3onc(c3)C(=O)NC4CCN(CC4)C5CCC6(CC5)OCCO6)cc1	IC50	10	nM
CHEMBL3675909	399.4	2.17	73.97	OC1CN(C1)C(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	10.6	nM
CHEMBL3947011	459.46	4.88	101.84	OC(=Nc1cnc2ccc(nn12)N3CCC[C@H]3c4cc(F)ccc4F)Nc5ccc(cc5)C#N	IC50	10.7	nM
CHEMBL3914185	556.38	4.7	121.86	OCC1(COC1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	11.3	nM
CHEMBL3957908	522.39	5.59	101.63	OC(=N[C@@H]1CCOC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	11.4	nM
CHEMBL3896217	537.95	5.46	101.63	OC(=NCC1CCOC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	11.8	nM
CHEMBL3891737	686.6	7.67	138.61	OC(=Nc1cnc(Oc2ccc(cc2)c3cnc(s3)N4CCCC4=O)nc1)Nc5cc(cnc5c6ccc(nc6)C(F)(F)F)C(F)(F)F	IC50	12	nM
CHEMBL3661463	468.34	5.13	89.77	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)c(Cl)c3)c2)c4cncnc14	IC50	12.1	nM
CHEMBL3666260	485.5	2.69	162.05	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4ocnc4c3)c2)c5cnc(N)nc15	IC50	12.2	nM
CHEMBL3661617	462.51	2.14	140.71	CC(C)c1cn(CC(=O)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)CO)nn1	IC50	12.5	nM
CHEMBL281948	467.48	3.66	94.72	COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	IC50	13	nM
CHEMBL3962283	512.53	4.72	105.07	CCc1ncc(cc1NC(=O)Cc2ccc(cc2)C(F)(F)F)C(=O)C3CC([C@@H](C)CO)c4ncncc34	IC50	13	nM
CHEMBL3924203	540.41	4.81	121.86	COC[C@@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	13.2	nM
CHEMBL3952518	541.6	5.09	111.08	CC(C)(C)OC(=NC1CCCN(C1)C(=Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F)O)O	IC50	13.8	nM
CHEMBL3926644	432.91	5.73	80.37	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cc3cccc(Cl)c3)c4cnccc14	IC50	13.8	nM
CHEMBL3671446	481.43	4.07	99	CC1(COC1)n2cc(C(=O)c3cncc(NC(=O)c4cccc(c4)C(F)(F)F)c3)c5cncnc25	IC50	14.2	nM
CHEMBL3909345	403.41	4.69	66.02	CC(C)(F)C(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F)O	IC50	14.2	nM
CHEMBL3918776	546.91	5.02	118.42	NCC(F)(F)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	14.6	nM
CHEMBL3661500	458.4	2.89	120.48	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)C(F)(F)F)c2)c4cncnc14	IC50	14.8	nM
CHEMBL1908842	460.58	3.76	105.12	CN(C)CC(=O)N1CCC(CC1)c2ccc(NC(=O)c3nc(c[nH]3)C#N)c(c2)C4=CCCCC4	IC50	15	nM
CHEMBL2037210	532.65	5.56	92.5	CN1CCN(CC1)c2cc(C)cc(c2)C(=O)Nc3cccc(Nc4ccc5\C(=C\c6ccc[nH]6)\C(=O)Nc5c4)c3	IC50	16	nM
CHEMBL3675962	494.57	2.81	84.23	Fc1ccc(OCCN2CCOCC2)c(c1)[C@H]3CCCN3c4ccn5ncc(C(=O)NC6CC6)c5n4	IC50	16.1	nM
CHEMBL3954096	516.92	4.6	133.97	OC(=NCc1cnn[nH]1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	16.87	nM
CHEMBL3678302	464.47	4.13	82.29	COc1cc(Cn2cnc3cc(cnc23)C#CCCO)ccc1OCc4ccc(nc4)C(F)F	IC50	17	nM
CHEMBL3956635	523.38	5.38	124.99	CN=C(O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	19.7	nM
CHEMBL3977660	475.91	5.45	92.4	OC(=NC1CC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	19.8	nM
CHEMBL3911631	521.98	5.3	112.63	CC(C)(CO)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	20.1	nM
CHEMBL3924767	539.4	4.81	106.14	N[C@H]1CCN(C1)C(=O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	20.7	nM
CHEMBL3676103	436.45	2.6	102.47	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)Nc5ccn(C)n5)c4n3	IC50	21.8	nM
CHEMBL3971923	509.35	5.33	136.48	OC(=N)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	22.6	nM
CHEMBL3666252	447.5	2.57	146.5	CC(C)c1cn(CC(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4nc(N)ncc34)nn1	IC50	23.7	nM
CHEMBL3666252	447.5	2.57	146.5	CC(C)c1cn(CC(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4nc(N)ncc34)nn1	IC50	23.7	nM
CHEMBL3967935	564.98	5.51	124.2	OC(=N)[C@H]1CCCN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	24.6	nM
CHEMBL3661494	450.5	4.37	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4cccnc4c3)c2)c5cncnc15	IC50	25.6	nM
CHEMBL3978061	505.94	5.07	101.63	OC(=N[C@@H]1CCOC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	26	nM
CHEMBL3925084	545.96	5.22	131.32	Cc1noc(CCN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5)n1	IC50	26.1	nM
CHEMBL3676010	424.48	2.64	95.65	O[C@@H]1CCCC[C@H]1NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cncc(F)c5	IC50	26.3	nM
CHEMBL3900929	545.94	5.41	118.18	OC(=NCc1ncccn1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	26.7	nM
CHEMBL3976583	486.45	4.03	118.42	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3nc(cc3C)C(F)(F)F)c4cnccc14	IC50	28.8	nM
CHEMBL3902484	441.49	3.19	81.29	C[C@H]1CN(CCN1)C(=Nc2cnc3ccc(nn23)N4CCC[C@@H]4c5cc(F)ccc5F)O	IC50	29.9	nM
CHEMBL3917663	428.44	3.23	78.49	OC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F)N5CCOCC5	IC50	32.2	nM
CHEMBL3982895	505.94	4.93	101.63	OC(=NCC1COC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	32.3	nM
CHEMBL3925991	558.37	5.68	101.63	OC(=NCC1(F)COC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	34.2	nM
CHEMBL3675953	399.43	2.33	94.98	COCCOc1cc(F)cc(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)N)c4n3	IC50	34.85	nM
CHEMBL3890027	459.55	4.5	111.08	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cc3nc(nn3C)C(C)(C)C)c4cnccc14	IC50	36.1	nM
CHEMBL3984672	526.36	5.34	101.63	OC(=NC1COC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	37.1	nM
CHEMBL3946332	463.93	4.27	113.49	CC(C)(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(Cl)cn3)c4cnccc14	IC50	38.5	nM
CHEMBL3678291	511.59	4.33	115.13	COc1cc2CCCC(Oc3ccc(Cn4c(N)nc5cc(cnc45)c6cnn(C)c6)cc3OC)c2cn1	IC50	39	nM
CHEMBL3596868	435.51	5.93	102.17	CC(C)(C)c1onc(NC(=O)Nc2cccc(Oc3cncc(n3)c4ccsc4)c2)c1	IC50	39	nM
CHEMBL3666311	497.48	4.37	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cnn(C4CC4)c3C(F)(F)F)c2)c5cncnc15	IC50	39.1	nM
CHEMBL3661487	441.49	3.75	99	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4OCCc4c3)c2)c5cncnc15	IC50	41.5	nM
CHEMBL3903435	523.95	4.29	121.86	COCC(O)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	41.9	nM
CHEMBL3968778	441.49	3.32	95.28	NC1CCCN(C1)C(=Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	42	nM
CHEMBL3661496	440.47	3.02	120.48	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ncc4cccnc34)c2)c5cncnc15	IC50	42.9	nM
CHEMBL3965146	469.54	3.92	72.5	CC(C)N1CCN(CC1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	45	nM
CHEMBL3947031	490.42	3.86	118.42	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3ccc(n3)C(F)(F)F)c4cncc(F)c14	IC50	45.6	nM
CHEMBL3895939	527.95	5.27	118.18	OC(=NCc1cnccn1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	45.65	nM
CHEMBL3596862	459.51	5.87	111.4	COc1ccc(cc1)c2cncc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)n2	IC50	47	nM
CHEMBL3666295	456.38	4.14	111.03	Cn1cc(C(=O)c2cncc(NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2)c4cncnc14	IC50	47.7	nM
CHEMBL3666295	456.38	4.14	111.03	Cn1cc(C(=O)c2cncc(NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2)c4cncnc14	IC50	47.7	nM
CHEMBL3675948	356.36	1.9	84.65	CONC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cncc(F)c4	IC50	48.55	nM
CHEMBL3661549	464.53	4.68	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4ccc(C)nc4c3)c2)c5cncnc15	IC50	49.1	nM
CHEMBL3976655	568.99	5.37	104.43	OC(=NCC1CNCCC1F)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	49.1	nM
CHEMBL3908029	455.51	3.58	81.29	CC1CN(CC(C)N1)C(=Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	49.6	nM
CHEMBL3931147	521.41	5.16	104.43	OC(=N[C@@H]1CCNC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	50.3	nM
CHEMBL3666299	511.46	2.98	119.23	OCC1(COC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(cc4)C(F)(F)F)c3)c5cncnc25	IC50	52.2	nM
CHEMBL3984392	509.93	3.64	132.86	OC[C@H](O)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	53.1	nM
CHEMBL3927356	543.99	5.78	110.22	CC(N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4)c5cn(C)cn5	IC50	54.6	nM
CHEMBL3661489	457.47	3.77	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc4cc(F)ccc4n3)c2)c5cncnc15	IC50	54.8	nM
CHEMBL3661506	499.5	4.62	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cnn(C(C)C)c3C(F)(F)F)c2)c4cncnc14	IC50	57.8	nM
CHEMBL3937919	546.99	4.9	112.71	CC(=O)N1CCC(C1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	59.4	nM
CHEMBL2151320	338.35	2.55	97.2	C[C@H](Nc1ccc2ncn(c3cc(C)[nH]n3)c2n1)c4ncc(F)cn4	IC50	61	nM
CHEMBL3666340	497.48	4.37	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cn(nc3C(F)(F)F)C4CC4)c2)c5cncnc15	IC50	62.6	nM
CHEMBL3661467	492.46	4.71	113.56	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(C#N)c(c3)C(F)(F)F)c2)c4cncnc14	IC50	63.3	nM
CHEMBL3960497	473.42	3.11	131.31	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3cc(nn3)C(F)(F)F)c4cnccc14	IC50	63.9	nM
CHEMBL3909012	527.34	5.47	136.48	OC(=N)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	64.1	nM
CHEMBL3671369	456.47	2.94	129.19	COc1nccn2cc(nc12)C(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45	IC50	64.6	nM
CHEMBL403342	395.51	4.38	90.7	Cc1ccc(Sc2cnc(Nc3ccccn3)s2)cc1C(=O)NCCC#N	IC50	65	nM
CHEMBL3666266	517.44	3.17	130.23	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)c3ccc(c(F)c3)C(F)(F)F)c2)c4cncnc14	IC50	69	nM
CHEMBL3671456	450.89	3.16	122.63	CC(C)n1cc(C(=O)C2=CNC(=O)C(=C2)NC(=O)Cc3ccc(Cl)cn3)c4cncnc14	IC50	71.2	nM
CHEMBL3661547	466.55	4.92	105.56	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3c(C)[nH]c4ccc(C)cc34)c2)c5cncnc15	IC50	71.5	nM
CHEMBL3901944	549.42	5.49	124.2	OC(=N)C1CCN(C1)C(=O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	75.1	nM
CHEMBL3676057	398.44	2.02	95.65	C[C@@H](O)CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)cnc4C	IC50	76.4	nM
CHEMBL3946499	527.39	4.66	106.14	CN(CCN)C(=O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	79.4	nM
CHEMBL3897698	651.75	7.27	163.24	CC(=Nc1ccc(cc1)n2nc(cc2NC(=Nc3cnc(Oc4ccc(cc4)c5cnc(s5)N6CCCC6=O)nc3)O)C(C)(C)C)O	IC50	80	nM
CHEMBL3676056	384.42	1.64	95.65	Cc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NCCO)c4n3	IC50	83	nM
CHEMBL3666372	429.48	3.88	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3c[nH]nc3C4CCC4)c2)c5cncnc15	IC50	84.3	nM
CHEMBL3666409	426.44	2.93	119.96	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccn4ncnc4c3)c2)c5cncnc15	IC50	93.4	nM
CHEMBL3661481	440.47	3.02	120.48	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ncc4ncccc34)c2)c5cncnc15	IC50	95.5	nM
CHEMBL3659508	368.38	2.56	106.43	COc1nc(N[C@@H](C)c2ccc(F)cn2)nc3c1ncn3c4cc(C)[nH]n4	IC50	96	nM
CHEMBL3678285	483.58	4.57	105.9	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(nc5)C(C)C	IC50	0.2	nM
CHEMBL3673436	469.55	4.66	89.35	COc1ccc(COc2ccc(Cn3c(N)nc4cc(ccc34)c5cnn(C)c5)cc2OC)cc1	IC50	0.3	nM
CHEMBL3673489	558.51	5.7	93.01	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(cc5)C(F)(F)C(F)(F)F	IC50	0.3	nM
CHEMBL3981141	562.51	5.13	152.68	CS(=O)(=O)c1ccc(cc1NC(=Nc2cnc(Oc3ccc(cc3)c4cc(F)cnc4N)nc2)O)C(F)(F)F	IC50	0.4	nM
CHEMBL388978	466.54	4.35	69.45	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	IC50	0.5	nM
CHEMBL3671142	397.43	3.63	62.53	Fc1ccc(F)c(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCC5)c4n3	IC50	0.55	nM
CHEMBL3671148	427.46	3.26	71.76	Fc1ccc(F)c(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCOCC5)c4n3	IC50	0.6	nM
CHEMBL3582441	501.57	3.48	90.1	OC(=O)CN1CCN(CC1)c2cc(ccn2)c3cnc4ccc(nn34)N5CCC[C@@H]5c6cccc(F)c6	IC50	1	nM
CHEMBL3984502	551.46	5.31	149.25	Nc1ncc(F)cc1c2ccc(Oc3ncc(cn3)N=C(O)Nc4cc(ccc4n5ccnn5)C(F)(F)F)cc2	IC50	1	nM
CHEMBL3671460	510.56	4.08	137.44	CC(C)n1cc(C(=O)c2cncc(NC(=O)Nc3cc(nn3c4cnn(C)c4)C5CC5)c2)c6cncnc16	IC50	1.51	nM
CHEMBL3968335	550.38	6.3	121.08	Cc1n[nH]cc1N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	1.51	nM
CHEMBL3671412	478.94	3.67	111.89	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c4cncnc14	IC50	1.57	nM
CHEMBL3675940	393.34	3.33	76.52	NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4C(F)(F)F	IC50	1.6	nM
CHEMBL388978	466.54	4.35	69.45	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	IC50	1.7	nM
